"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"7522",149081,22,5,2,0,0,15,0,1,"1"
"7523",147112,18,0,2,1,0,10,1,1,"1"
"7524",149545,19,0,2,1,1,9,1,1,"1"
"7525",199365,18,0,2,0,1,12,0,1,"1"
"7526",111995,29,12,2,1,1,4,1,1,"1"
"7527",145440,25,6,2,1,1,0,1,1,"1"
"7528",183366,25,8,2,1,1,11,1,1,"1"
"7529",150533,16,0,2,1,1,11,1,1,"1"
"7530",193020,49,29,2,0,1,1,1,2,"2"
"7531",185901,38,21,2,1,0,10,0,2,"2"
"7532",142640,31,14,2,1,1,8,1,1,"1"
"7533",128601,26,6,2,1,0,11,0,1,"1"
"7534",155201,25,6,2,0,1,0,1,1,"1"
"7535",153042,49,28,2,0,0,10,0,2,"2"
"7536",171705,29,12,2,1,0,3,1,1,"1"
"7537",180073,30,11,2,1,1,10,0,1,"1"
"7538",134352,46,29,2,1,0,6,0,2,"2"
"7539",188859,20,3,2,0,1,13,1,1,"1"
"7540",134836,23,6,2,1,1,11,0,1,"1"
"7541",137648,24,7,2,0,0,12,0,1,"1"
"7542",133149,70,52,2,1,1,12,0,3,"3"
"7543",137402,64,46,2,0,0,6,0,3,"3"
"7544",175928,59,40,2,1,1,1,1,3,"3"
"7545",187734,17,0,2,0,0,11,0,1,"1"
"7546",193428,36,15,2,0,1,11,0,2,"2"
"7547",112351,23,4,2,0,0,12,0,1,"1"
"7548",120834,25,6,2,0,1,13,0,1,"1"
"7549",162743,57,36,2,0,0,15,0,3,"3"
"7550",196877,22,3,2,1,1,13,1,1,"1"
"7551",158910,19,1,2,1,0,9,0,1,"1"
"7552",116897,47,27,2,0,1,15,0,2,"2"
"7553",189856,16,0,2,1,1,6,1,1,"1"
"7554",105327,48,30,2,1,1,14,0,2,"2"
"7555",180307,60,40,2,0,0,13,0,3,"3"
"7556",194379,38,18,2,0,0,7,0,2,"2"
"7557",143613,63,45,2,1,1,15,0,3,"3"
"7558",143345,55,34,2,1,1,7,0,3,"3"
"7559",188093,66,47,2,1,0,12,0,3,"3"
"7560",198489,27,6,2,1,0,10,0,1,"1"
"7561",188418,32,11,2,0,0,9,0,1,"1"
"7562",158867,48,29,2,0,0,0,1,2,"2"
"7563",181126,25,6,2,1,1,14,1,1,"1"
"7564",136812,68,51,2,0,0,3,0,3,"3"
"7565",182243,47,27,2,1,0,0,1,2,"2"
"7566",171964,18,0,2,1,1,15,1,1,"1"
"7567",197611,19,2,2,1,1,11,1,1,"1"
"7568",161803,70,51,2,1,0,2,0,3,"3"
"7569",112958,39,20,2,0,0,15,0,2,"2"
"7570",187652,27,9,2,0,1,14,0,1,"1"
"7571",190731,62,43,2,1,1,7,0,3,"3"
"7572",114239,23,6,2,0,0,14,0,1,"1"
"7573",127614,54,34,2,0,0,9,0,3,"3"
"7574",177727,61,40,2,1,1,11,0,3,"3"
"7575",102395,61,44,2,1,1,13,0,3,"3"
"7576",133167,62,41,2,0,1,1,1,3,"3"
"7577",188681,16,0,2,1,1,11,1,1,"1"
"7578",138576,69,48,2,0,0,2,0,3,"3"
"7579",143187,36,18,2,1,0,2,0,2,"2"
"7580",161734,38,18,2,0,1,15,0,2,"2"
"7581",148130,19,1,2,1,0,8,1,1,"1"
"7582",148560,16,0,2,1,1,6,1,1,"1"
"7583",143297,24,5,2,1,0,11,0,1,"1"
"7584",185739,45,26,2,1,0,3,1,2,"2"
"7585",172968,31,14,2,0,0,5,1,1,"1"
"7586",160240,68,51,2,0,0,15,0,3,"3"
"7587",102121,25,7,2,0,1,13,0,1,"1"
"7588",171301,16,0,2,1,0,9,1,1,"1"
"7589",137377,18,1,2,0,1,12,0,1,"1"
"7590",111516,60,42,2,0,0,12,0,3,"3"
"7591",186647,20,1,2,0,0,13,0,1,"1"
"7592",173210,47,28,2,1,1,8,0,2,"2"
"7593",104181,44,26,2,0,1,14,0,2,"2"
"7594",175527,21,3,2,1,1,13,1,1,"1"
"7595",139668,23,6,2,1,0,8,0,1,"1"
"7596",132443,62,41,2,0,0,9,0,3,"3"
"7597",166717,64,44,2,1,0,12,0,3,"3"
"7598",129762,60,41,2,0,0,8,0,3,"3"
"7599",143897,32,14,2,1,0,6,0,1,"1"
"7600",180889,23,6,2,1,1,8,1,1,"1"
"7601",113493,24,6,2,0,1,13,0,1,"1"
"7602",188544,16,0,2,0,1,4,1,1,"1"
"7603",155349,56,38,2,1,1,5,1,3,"3"
"7604",150615,30,11,2,0,1,15,0,1,"1"
"7605",190278,65,47,2,1,1,5,0,3,"3"
"7606",122013,21,4,2,1,1,14,1,1,"1"
"7607",130063,43,24,2,0,1,3,0,2,"2"
"7608",125569,26,9,2,0,1,6,0,1,"1"
"7609",155009,23,6,2,0,0,15,0,1,"1"
"7610",118032,26,6,2,1,1,14,0,1,"1"
"7611",163322,55,36,2,0,1,6,0,3,"3"
"7612",158933,67,47,2,1,1,15,0,3,"3"
"7613",148365,16,0,2,1,0,10,0,1,"1"
"7614",162548,39,21,2,0,1,7,0,2,"2"
"7615",111265,35,17,2,1,0,13,0,2,"2"
"7616",148979,58,37,2,1,1,0,1,3,"3"
"7617",154884,31,12,2,1,1,0,1,1,"1"
"7618",141928,37,17,2,0,0,9,0,2,"2"
"7619",191447,54,34,2,0,0,10,0,3,"3"
"7620",111879,41,24,2,1,0,11,0,2,"2"
"7621",124624,44,24,2,0,1,1,1,2,"2"
"7622",110283,50,31,2,0,0,12,0,2,"2"
"7623",129273,65,44,2,0,1,14,0,3,"3"
"7624",124202,67,49,2,1,0,10,0,3,"3"
"7625",164738,48,28,2,0,1,1,1,2,"2"
"7626",192140,21,3,2,0,0,12,0,1,"1"
"7627",148884,64,43,2,1,1,14,0,3,"3"
"7628",169309,65,44,2,1,0,6,0,3,"3"
"7629",170950,61,42,2,1,0,4,0,3,"3"
"7630",104078,59,42,2,1,0,4,0,3,"3"
"7631",124375,19,0,2,1,0,14,0,1,"1"
"7632",189902,70,53,2,0,1,6,0,3,"3"
"7633",127144,33,12,2,0,0,11,0,1,"1"
"7634",126589,42,21,2,0,1,1,0,2,"2"
"7635",148122,44,25,2,0,0,0,1,2,"2"
"7636",150779,25,8,2,0,1,9,1,1,"1"
"7637",175425,31,10,2,0,1,6,0,1,"1"
"7638",119211,34,13,2,1,0,10,0,2,"2"
"7639",145726,24,6,2,1,0,12,0,1,"1"
"7640",112945,69,48,2,0,1,12,0,3,"3"
"7641",191645,28,10,2,0,0,8,0,1,"1"
"7642",160674,62,43,2,1,1,12,0,3,"3"
"7643",178102,61,44,2,0,1,4,0,3,"3"
"7644",188413,49,32,2,0,0,14,0,2,"2"
"7645",146265,50,32,2,1,1,8,0,2,"2"
"7646",149733,70,49,2,1,0,5,0,3,"3"
"7647",168474,64,47,2,0,0,5,0,3,"3"
"7648",159464,66,45,2,1,0,14,0,3,"3"
"7649",185098,59,40,2,1,0,2,1,3,"3"
"7650",113896,66,46,2,0,1,4,0,3,"3"
"7651",108569,20,3,2,1,1,11,1,1,"1"
"7652",146560,31,12,2,0,1,4,1,1,"1"
"7653",158902,35,14,2,0,1,8,0,2,"2"
"7654",188085,31,11,2,1,0,14,0,1,"1"
"7655",108870,17,0,2,1,0,12,0,1,"1"
"7656",153419,23,5,2,1,1,7,1,1,"1"
"7657",165834,52,33,2,1,1,8,0,2,"2"
"7658",145004,23,6,2,1,1,15,1,1,"1"
"7659",111544,38,21,2,0,1,4,1,2,"2"
"7660",120349,61,43,2,0,0,8,0,3,"3"
"7661",193485,52,35,2,1,1,12,0,3,"3"
"7662",196292,69,50,2,1,1,6,0,3,"3"
"7663",190537,22,5,2,0,0,1,0,1,"1"
"7664",136351,22,5,2,1,0,11,0,1,"1"
"7665",171095,36,17,2,0,0,6,0,2,"2"
"7666",161182,30,11,2,0,1,6,0,1,"1"
"7667",126652,52,31,2,0,1,12,0,2,"2"
"7668",140373,60,40,2,0,1,10,0,3,"3"
"7669",107714,40,19,2,1,0,4,0,2,"2"
"7670",109954,50,29,2,1,1,15,0,2,"2"
"7671",193904,19,2,2,1,1,11,0,1,"1"
"7672",165957,19,1,2,0,1,13,0,1,"1"
"7673",172754,22,3,2,0,1,3,1,1,"1"
"7674",139539,57,40,2,0,0,1,1,3,"3"
"7675",190565,20,3,2,1,0,9,0,1,"1"
"7676",160415,53,32,2,1,1,12,0,2,"2"
"7677",155246,69,50,2,1,1,13,0,3,"3"
"7678",101239,66,45,2,0,1,13,0,3,"3"
"7679",145885,64,44,2,1,0,8,0,3,"3"
"7680",155813,45,26,2,0,1,9,0,2,"2"
"7681",137736,63,43,2,1,0,0,0,3,"3"
"7682",196054,28,10,2,0,0,5,1,1,"1"
"7683",172961,63,42,2,1,1,2,0,3,"3"
"7684",120965,30,10,2,1,1,2,0,1,"1"
"7685",193965,36,16,2,0,1,12,0,2,"2"
"7686",145447,49,29,3,0,1,13,0,2,"2"
"7687",191601,61,41,3,1,1,15,0,3,"3"
"7688",128255,30,12,3,0,1,9,0,1,"1"
"7689",147462,21,3,3,1,1,12,0,1,"1"
"7690",125092,23,6,3,0,0,11,0,1,"1"
"7691",124612,67,49,3,1,0,12,0,3,"3"
"7692",114868,69,48,3,0,0,10,0,3,"3"
"7693",126520,42,25,3,1,1,12,0,2,"2"
"7694",138948,47,29,3,0,0,9,0,2,"2"
"7695",100627,50,30,3,1,1,15,0,2,"2"
"7696",118717,53,36,3,0,1,15,0,3,"3"
"7697",115657,38,17,3,0,0,7,0,2,"2"
"7698",178951,65,45,3,0,0,1,0,3,"3"
"7699",192799,21,4,3,1,0,10,1,1,"1"
"7700",113259,16,0,3,0,1,11,0,1,"1"
"7701",163137,57,38,3,0,0,12,0,3,"3"
"7702",134137,43,23,3,1,0,12,0,2,"2"
"7703",131509,53,34,3,1,1,11,0,3,"3"
"7704",178505,62,44,3,1,0,8,0,3,"3"
"7705",187973,63,46,3,0,0,12,0,3,"3"
"7706",161536,17,0,3,1,1,15,0,1,"1"
"7707",150018,50,29,3,0,0,11,0,2,"2"
"7708",162083,19,2,3,1,1,15,1,1,"1"
"7709",118627,50,33,3,1,1,8,0,2,"2"
"7710",125396,16,0,3,0,0,2,1,1,"1"
"7711",115966,31,13,3,0,1,11,0,1,"1"
"7712",147194,62,43,3,0,0,4,0,3,"3"
"7713",135689,53,32,3,1,1,14,1,2,"2"
"7714",108856,18,0,3,0,0,15,0,1,"1"
"7715",176657,69,51,3,1,1,14,0,3,"3"
"7716",142443,29,11,3,0,0,3,0,1,"1"
"7717",159876,21,4,3,1,0,1,1,1,"1"
"7718",126854,67,48,3,1,0,7,0,3,"3"
"7719",175232,54,34,3,1,1,12,0,3,"3"
"7720",128085,21,2,3,1,1,11,0,1,"1"
"7721",190165,70,53,3,0,1,4,0,3,"3"
"7722",184116,25,7,3,1,0,14,0,1,"1"
"7723",163382,64,43,3,1,1,15,0,3,"3"
"7724",161242,26,8,3,1,1,9,0,1,"1"
"7725",158363,59,39,3,0,1,8,0,3,"3"
"7726",135562,48,27,3,0,1,9,0,2,"2"
"7727",132918,66,49,3,0,1,12,0,3,"3"
"7728",154885,60,42,3,1,1,2,0,3,"3"
"7729",176279,66,47,3,0,1,14,0,3,"3"
"7730",175429,61,43,3,0,0,6,0,3,"3"
"7731",119404,44,27,3,0,0,14,0,2,"2"
"7732",169397,25,6,3,1,0,0,1,1,"1"
"7733",173000,56,38,3,1,0,5,0,3,"3"
"7734",154293,22,4,3,1,0,13,0,1,"1"
"7735",165301,28,11,3,1,1,7,0,1,"1"
"7736",185449,42,25,3,1,0,8,0,2,"2"
"7737",195547,24,5,3,0,1,10,0,1,"1"
"7738",156600,64,43,3,0,0,8,0,3,"3"
"7739",151323,68,47,3,1,1,11,0,3,"3"
"7740",169126,33,13,3,0,0,5,0,1,"1"
"7741",144873,23,4,3,1,1,2,1,1,"1"
"7742",140641,67,47,3,0,1,13,0,3,"3"
"7743",192823,23,5,3,0,1,13,0,1,"1"
"7744",161672,41,24,3,1,1,8,0,2,"2"
"7745",180356,53,36,3,0,0,14,0,3,"3"
"7746",112884,63,46,3,0,0,6,0,3,"3"
"7747",132418,16,0,3,1,0,9,1,1,"1"
"7748",114219,24,5,3,1,1,12,1,1,"1"
"7749",194273,46,25,3,0,1,7,0,2,"2"
"7750",142065,44,23,3,1,1,8,0,2,"2"
"7751",139146,43,22,3,1,0,12,0,2,"2"
"7752",138606,67,47,3,1,0,10,0,3,"3"
"7753",162466,68,47,3,0,0,4,0,3,"3"
"7754",119703,68,50,3,0,1,9,0,3,"3"
"7755",163980,49,28,3,0,0,5,1,2,"2"
"7756",115914,19,0,3,0,1,5,1,1,"1"
"7757",163824,20,2,3,0,0,11,0,1,"1"
"7758",165974,20,3,3,0,0,1,1,1,"1"
"7759",182472,28,9,3,1,1,12,0,1,"1"
"7760",198956,17,0,3,1,1,12,1,1,"1"
"7761",155517,60,40,3,0,1,5,0,3,"3"
"7762",157575,19,1,3,1,1,7,1,1,"1"
"7763",140599,23,4,3,0,1,2,0,1,"1"
"7764",110488,19,1,3,1,0,12,0,1,"1"
"7765",135846,43,24,3,1,0,14,0,2,"2"
"7766",180305,36,18,3,1,1,3,0,2,"2"
"7767",197733,17,0,3,1,1,8,1,1,"1"
"7768",156288,62,43,3,1,1,10,0,3,"3"
"7769",183874,35,18,3,1,0,3,1,2,"2"
"7770",178009,39,19,3,0,0,10,0,2,"2"
"7771",152227,22,5,3,0,0,14,0,1,"1"
"7772",133471,56,39,3,0,0,3,0,3,"3"
"7773",113698,37,19,3,0,1,9,0,2,"2"
"7774",168622,18,0,3,0,0,14,0,1,"1"
"7775",153899,25,7,3,0,0,8,0,1,"1"
"7776",167819,21,2,3,0,0,14,0,1,"1"
"7777",136609,18,1,3,0,1,14,0,1,"1"
"7778",119928,23,6,3,0,1,11,0,1,"1"
"7779",133531,17,0,3,0,1,15,0,1,"1"
"7780",166108,22,4,3,1,1,6,1,1,"1"
"7781",134238,62,43,3,1,0,14,0,3,"3"
"7782",100532,67,47,3,1,0,9,0,3,"3"
"7783",158241,17,0,3,0,1,11,0,1,"1"
"7784",153031,64,45,3,1,0,7,0,3,"3"
"7785",144536,62,45,3,1,1,10,0,3,"3"
"7786",161068,50,33,3,0,0,12,0,2,"2"
"7787",161330,58,40,3,0,1,12,0,3,"3"
"7788",109715,63,45,3,0,1,10,0,3,"3"
"7789",141167,35,18,3,0,1,14,0,2,"2"
"7790",145864,19,0,3,1,0,6,1,1,"1"
"7791",110726,43,25,3,1,0,14,0,2,"2"
"7792",194456,63,42,3,0,1,15,0,3,"3"
"7793",148030,61,43,3,1,0,3,0,3,"3"
"7794",150918,42,24,3,1,1,10,0,2,"2"
"7795",150080,60,41,3,1,0,12,0,3,"3"
"7796",136091,36,18,3,1,1,13,0,2,"2"
"7797",127415,39,20,3,0,0,4,0,2,"2"
"7798",143784,60,41,3,1,1,14,0,3,"3"
"7799",167523,17,0,3,1,0,14,0,1,"1"
"7800",176728,35,18,3,0,0,10,0,2,"2"
"7801",189155,66,46,3,0,0,0,0,3,"3"
"7802",168573,60,41,3,1,0,1,0,3,"3"
"7803",142447,67,47,3,0,0,8,0,3,"3"
"7804",150093,25,7,3,1,0,7,0,1,"1"
"7805",100563,30,12,3,0,1,7,0,1,"1"
"7806",140437,23,5,3,1,0,10,0,1,"1"
"7807",180963,28,7,3,0,0,8,0,1,"1"
"7808",128538,39,18,3,0,0,8,0,2,"2"
"7809",198335,22,3,3,1,0,15,0,1,"1"
"7810",140730,50,30,3,0,1,9,0,2,"2"
"7811",196093,20,2,3,0,1,11,0,1,"1"
"7812",117881,22,4,3,1,0,11,1,1,"1"
"7813",180478,42,23,3,0,1,15,0,2,"2"
"7814",130544,57,38,3,0,1,3,1,3,"3"
"7815",173255,69,48,3,0,0,7,0,3,"3"
"7816",123068,32,11,3,0,1,12,0,1,"1"
"7817",107955,50,32,3,1,0,12,0,2,"2"
"7818",196188,69,48,3,0,1,9,0,3,"3"
"7819",138712,26,6,3,0,1,12,0,1,"1"
"7820",138762,17,0,3,1,0,15,1,1,"1"
"7821",171928,25,6,3,1,1,12,1,1,"1"
"7822",186846,57,36,3,0,0,9,0,3,"3"
"7823",184658,22,3,3,1,0,13,0,1,"1"
"7824",147922,27,8,3,0,0,14,0,1,"1"
"7825",133235,33,13,3,1,0,2,1,2,"2"
"7826",129036,25,8,3,0,1,12,1,1,"1"
"7827",131852,63,42,3,0,1,2,0,3,"3"
"7828",192841,28,10,3,0,1,11,0,1,"1"
"7829",179254,47,26,3,0,1,6,0,2,"2"
"7830",162190,41,20,3,0,1,6,0,2,"2"
"7831",141613,24,5,3,1,0,11,0,1,"1"
"7832",160458,19,0,3,0,0,13,0,1,"1"
"7833",159270,26,6,3,0,1,1,1,1,"1"
"7834",171762,44,26,3,0,0,4,0,2,"2"
"7835",174455,62,41,3,0,0,7,0,3,"3"
"7836",131373,51,31,3,0,1,1,1,2,"2"
"7837",156278,43,26,3,1,0,10,0,2,"2"
"7838",129763,56,38,3,1,1,8,0,3,"3"
"7839",190959,22,5,3,0,1,11,0,1,"1"
"7840",161230,59,40,3,1,1,14,0,3,"3"
"7841",109675,31,10,3,1,0,15,0,1,"1"
"7842",162826,42,21,3,0,0,7,0,2,"2"
"7843",196987,19,1,3,0,0,12,0,1,"1"
"7844",174867,41,21,3,1,1,1,0,2,"2"
"7845",125294,17,0,3,1,0,12,1,1,"1"
"7846",144824,61,41,3,0,0,13,0,3,"3"
"7847",178458,29,8,3,1,1,8,0,1,"1"
"7848",121496,18,0,3,1,0,8,1,1,"1"
"7849",182086,62,45,3,0,0,8,0,3,"3"
"7850",194317,63,43,3,1,0,7,0,3,"3"
"7851",104457,69,49,3,0,1,10,0,3,"3"
"7852",175206,43,24,3,1,0,12,0,2,"2"
"7853",146794,52,34,3,1,0,14,0,2,"2"
"7854",110613,68,51,3,1,1,8,0,3,"3"
"7855",109752,22,5,3,1,1,9,1,1,"1"
"7856",155836,37,20,3,0,0,14,0,2,"2"
"7857",188397,24,7,3,1,1,12,1,1,"1"
"7858",168689,70,50,3,1,0,5,0,3,"3"
"7859",103990,61,40,3,0,1,7,0,3,"3"
"7860",193533,49,29,3,1,1,1,1,2,"2"
"7861",183957,35,14,3,0,0,8,0,2,"2"
"7862",117343,36,17,3,0,1,5,1,2,"2"
"7863",139032,68,48,3,0,1,2,1,3,"3"
"7864",176096,50,31,3,0,0,0,0,2,"2"
"7865",181095,16,0,3,0,0,11,0,1,"1"
"7866",184504,59,39,3,0,1,7,0,3,"3"
"7867",171450,20,3,3,0,0,0,0,1,"1"
"7868",116929,64,44,3,0,0,15,0,3,"3"
"7869",186255,68,47,3,1,0,5,0,3,"3"
"7870",186538,70,53,3,0,0,6,0,3,"3"
"7871",136003,64,46,3,1,0,3,0,3,"3"
"7872",135457,16,0,3,0,0,8,0,1,"1"
"7873",159582,55,34,3,0,1,5,1,3,"3"
"7874",139693,57,40,3,1,1,6,0,3,"3"
"7875",115949,61,42,3,0,0,3,0,3,"3"
"7876",180849,46,28,3,1,1,8,0,2,"2"
"7877",138952,43,22,3,1,1,5,1,2,"2"
"7878",135195,32,14,3,0,1,14,0,1,"1"
"7879",180500,29,10,3,0,0,11,0,1,"1"
"7880",173976,70,53,3,0,0,8,0,3,"3"
"7881",172897,70,50,3,1,0,3,0,3,"3"
"7882",175687,68,50,3,0,1,7,0,3,"3"
"7883",176967,68,51,3,1,0,8,0,3,"3"
"7884",191229,47,26,3,1,0,1,1,2,"2"
"7885",159993,56,36,3,1,0,11,0,3,"3"
"7886",124490,53,35,3,0,0,12,0,3,"3"
"7887",173245,69,48,3,1,1,14,0,3,"3"
"7888",102481,57,40,3,1,1,6,0,3,"3"
"7889",123363,30,11,3,1,1,11,0,1,"1"
"7890",144906,43,22,3,1,0,11,0,2,"2"
"7891",167697,33,15,3,1,1,4,1,2,"2"
"7892",165360,46,27,3,0,1,4,1,2,"2"
"7893",188288,19,0,3,1,0,11,0,1,"1"
"7894",146346,28,9,3,1,0,2,0,1,"1"
"7895",162813,49,28,3,0,0,5,1,2,"2"
"7896",111978,56,38,3,0,1,4,1,3,"3"
"7897",174727,65,48,3,1,0,6,0,3,"3"
"7898",191517,66,46,3,1,1,7,0,3,"3"
"7899",113371,69,51,3,1,0,9,0,3,"3"
"7900",167003,57,39,3,0,0,3,0,3,"3"
"7901",150580,39,22,3,1,1,7,0,2,"2"
"7902",117323,21,4,3,0,1,14,0,1,"1"
"7903",142477,47,26,3,0,1,11,0,2,"2"
"7904",140333,66,46,3,1,1,11,0,3,"3"
"7905",167432,23,5,3,0,0,14,0,1,"1"
"7906",174732,49,28,3,0,0,0,0,2,"2"
"7907",116560,61,44,3,0,1,8,0,3,"3"
"7908",118810,66,46,3,0,1,6,0,3,"3"
"7909",189659,25,7,3,0,1,0,1,1,"1"
"7910",189896,70,49,3,0,0,0,0,3,"3"
"7911",142094,50,33,3,0,0,9,0,2,"2"
"7912",172594,70,51,3,0,1,8,0,3,"3"
"7913",196619,34,15,3,1,0,8,0,2,"2"
"7914",107381,20,2,3,0,0,3,0,1,"1"
"7915",198453,60,40,3,1,0,15,0,3,"3"
"7916",180704,37,17,3,0,0,6,0,2,"2"
"7917",119851,25,8,3,0,1,9,1,1,"1"
"7918",150169,51,32,3,1,0,12,0,2,"2"
"7919",132985,24,5,3,1,0,11,0,1,"1"
"7920",167135,29,12,3,1,1,4,1,1,"1"
"7921",131847,63,46,3,0,0,15,0,3,"3"
"7922",171559,23,4,3,1,1,11,0,1,"1"
"7923",129226,18,0,3,0,0,11,0,1,"1"
"7924",193638,48,30,3,1,1,10,0,2,"2"
"7925",123642,63,45,3,1,1,2,0,3,"3"
"7926",187734,66,47,3,0,0,3,0,3,"3"
"7927",126069,31,14,3,0,1,5,1,1,"1"
"7928",187609,22,3,3,0,1,4,1,1,"1"
"7929",106113,27,8,3,1,0,6,0,1,"1"
"7930",100578,31,14,3,0,1,7,0,1,"1"
"7931",175721,47,26,3,1,1,9,0,2,"2"
"7932",121073,49,32,3,0,1,15,0,2,"2"
"7933",151911,16,0,3,0,0,14,0,1,"1"
"7934",189637,70,50,3,0,0,14,0,3,"3"
"7935",191800,64,43,3,1,0,10,0,3,"3"
"7936",129504,56,35,3,0,0,6,0,3,"3"
"7937",132824,63,42,3,1,1,0,0,3,"3"
"7938",116233,54,33,3,0,1,7,0,3,"3"
"7939",121352,38,17,3,1,0,6,0,2,"2"
"7940",161226,20,1,3,0,1,4,1,1,"1"
"7941",109891,38,18,3,1,1,1,1,2,"2"
"7942",167557,29,9,3,1,1,9,0,1,"1"
"7943",187121,51,32,3,0,0,1,1,2,"2"
"7944",139613,61,41,3,0,0,10,0,3,"3"
"7945",168651,68,50,3,0,1,6,0,3,"3"
"7946",139812,22,5,3,0,1,15,0,1,"1"
"7947",185725,69,50,3,0,1,2,0,3,"3"
"7948",113888,38,20,3,0,1,9,0,2,"2"
"7949",188859,20,2,3,1,0,4,1,1,"1"
"7950",140454,22,3,3,0,0,8,0,1,"1"
"7951",168563,64,44,3,0,0,14,0,3,"3"
"7952",103942,26,5,3,1,0,8,0,1,"1"
"7953",121009,20,3,3,1,0,12,0,1,"1"
"7954",193335,33,13,3,1,0,6,0,1,"1"
"7955",167756,50,31,3,1,1,13,0,2,"2"
"7956",153634,65,46,3,1,0,1,0,3,"3"
"7957",180717,64,47,3,1,1,6,0,3,"3"
"7958",101827,40,23,3,1,0,3,1,2,"2"
"7959",196315,33,16,3,0,1,10,0,2,"2"
"7960",168810,50,32,3,1,0,1,0,2,"2"
"7961",145479,51,32,3,1,0,7,0,2,"2"
"7962",184554,66,48,3,0,0,5,0,3,"3"
"7963",116818,53,34,3,1,0,15,0,3,"3"
"7964",183216,18,0,3,1,1,11,1,1,"1"
"7965",125031,45,28,3,1,0,9,0,2,"2"
"7966",142970,34,16,3,0,0,14,0,2,"2"
"7967",160130,16,0,3,1,0,7,1,1,"1"
"7968",130749,67,48,3,0,1,15,0,3,"3"
"7969",134967,46,26,3,1,0,11,0,2,"2"
"7970",122312,21,4,3,1,0,13,0,1,"1"
"7971",117572,41,23,3,1,0,6,0,2,"2"
"7972",119034,59,42,3,0,0,0,1,3,"3"
"7973",193193,17,0,3,0,0,14,0,1,"1"
"7974",126031,59,41,3,1,0,9,0,3,"3"
"7975",176168,56,36,3,1,0,8,0,3,"3"
"7976",129476,51,30,3,1,0,0,1,2,"2"
"7977",122582,37,19,3,0,0,1,0,2,"2"
"7978",194182,64,43,3,1,1,7,0,3,"3"
"7979",175618,57,40,3,0,0,2,1,3,"3"
"7980",148692,68,48,3,0,1,6,0,3,"3"
"7981",119496,26,6,3,0,0,7,0,1,"1"
"7982",150208,20,3,3,1,0,11,0,1,"1"
"7983",147044,19,2,3,1,1,15,0,1,"1"
"7984",165079,38,20,3,0,0,14,0,2,"2"
"7985",175402,22,3,3,0,0,6,0,1,"1"
"7986",120474,69,51,3,0,1,3,0,3,"3"
"7987",156637,35,16,3,1,1,6,0,2,"2"
"7988",140269,63,46,3,0,1,13,0,3,"3"
"7989",159080,67,48,3,0,0,6,0,3,"3"
"7990",174879,48,28,3,1,1,10,0,2,"2"
"7991",184838,28,8,3,1,1,8,1,1,"1"
"7992",146327,34,15,3,1,0,10,0,2,"2"
"7993",129305,22,4,3,0,0,7,0,1,"1"
"7994",104025,25,7,3,0,0,14,0,1,"1"
"7995",183025,18,0,3,1,1,2,1,1,"1"
"7996",104939,38,18,3,0,0,10,0,2,"2"
"7997",159250,36,19,3,1,0,10,0,2,"2"
"7998",126244,33,12,3,0,0,2,1,1,"1"
"7999",179886,67,47,3,0,0,15,0,3,"3"
"8000",100467,35,17,3,0,0,7,0,2,"2"
"8001",132587,33,14,3,0,1,5,1,2,"2"
"8002",113624,26,6,3,1,0,15,0,1,"1"
"8003",107052,22,3,3,1,1,8,1,1,"1"
"8004",176852,25,6,3,1,1,3,1,1,"1"
"8005",109070,61,41,3,1,0,13,0,3,"3"
"8006",129298,38,18,3,0,0,15,0,2,"2"
"8007",103111,31,14,3,1,1,12,0,1,"1"
"8008",173721,18,0,3,1,0,14,0,1,"1"
"8009",103128,68,51,3,0,1,13,0,3,"3"
"8010",143868,51,31,3,1,0,13,0,2,"2"
"8011",138348,19,0,3,0,0,11,0,1,"1"
"8012",199991,51,31,3,0,1,12,0,2,"2"
"8013",155295,70,53,3,1,0,10,0,3,"3"
"8014",103267,61,40,3,0,0,9,0,3,"3"
"8015",181234,66,48,3,0,0,7,0,3,"3"
"8016",182604,53,36,3,0,0,7,0,3,"3"
"8017",180525,16,0,3,1,0,15,0,1,"1"
"8018",104444,24,7,3,1,0,6,0,1,"1"
"8019",137090,38,19,3,1,1,14,0,2,"2"
"8020",107733,63,43,3,0,1,2,0,3,"3"
"8021",199606,25,7,3,1,1,14,1,1,"1"
"8022",152690,60,40,3,0,0,4,0,3,"3"
"8023",120210,27,7,3,1,0,6,0,1,"1"
"8024",164810,61,42,3,1,1,7,0,3,"3"
"8025",119389,22,5,3,0,0,15,0,1,"1"
"8026",129114,63,42,3,0,1,15,0,3,"3"
"8027",141209,60,40,3,0,1,8,0,3,"3"
"8028",153976,55,37,3,0,0,5,0,3,"3"
"8029",106692,57,36,3,0,1,1,1,3,"3"
"8030",162641,69,50,3,1,1,7,0,3,"3"
"8031",110668,61,44,3,1,1,14,0,3,"3"
"8032",186308,61,44,3,1,0,9,0,3,"3"
"8033",163338,27,6,3,0,1,6,0,1,"1"
"8034",141986,21,3,3,0,0,12,0,1,"1"
"8035",157943,30,13,3,0,0,11,0,1,"1"
"8036",190427,70,50,3,1,0,13,0,3,"3"
